Zone,Circle_Name,Division_Name,SubStation_Name,Feeder_Name,newMeterNumber,3/1/2026,3/2/2026,3/3/2026,3/4/2026,3/5/2026,3/6/2026,3/7/2026,3/8/2026,3/9/2026,3/10/2026,3/11/2026,3/12/2026,3/13/2026,3/14/2026,3/15/2026,3/16/2026,3/17/2026,3/18/2026,3/19/2026,3/20/2026,3/21/2026,3/22/2026,3/23/2026,3/24/2026,3/25/2026,3/26/2026,3/27/2026,3/28/2026,3/29/2026,3/30/2026,3/31/2026,4/1/2026,4/2/2026,4/3/2026,4/4/2026,4/5/2026,4/6/2026,4/7/2026,4/8/2026,4/9/2026,4/10/2026,4/11/2026,4/12/2026,4/13/2026,4/14/2026,Avg_Duration_Per_Day
MIRZAPUR,EDC SONBHADRA,EDD ROBERTSGANJ,33/11 KV KUSHUMHA,AKCHHOR,HP8500547,19.5,20.5,18.5,21,24,20,18.5,22,19,24,20.5,21.5,21,20.5,18,20.5,19.5,18,20,19,19,20,22.5,19,18.5,19,20,19.5,15.5,15,15,17.5,15.5,15.5,14,16,13.5,17.5,16,15.5,13,14.5,13.5,14,15,18.21111111
MIRZAPUR,EDC SONBHADRA,EDD PIPARI,33/11 KV Kone,Jal Nigam,HP8500581,0,0,0,0,0,0,0,null,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV SAKTESHGARH,SAKTESHGARH,HP8500732,19,19,19,18.5,24,22,24,24,21.5,24,21.5,21.5,20.5,21,19,19,19,20.5,19.5,19,17,23.5,24,21.5,19.5,18,19,18.5,19,18,19,18,19,19,19,19,19.5,19,19,19,19,19,19,19,19,19.95555556
AZAMGARH,EDC I AZAMGARH,"EDD LALGANJ,AZAMGARH",33/11 KV MEHNAZPUR,MEHNAJPUR PTW,HP9000028,0,0.5,0,0,0,0,0,null,0,0,null,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,0.5,0,0,0,0,0,0,0,0,0.036585366
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV DEVARI,GAYGHAT,HP9000236,22,21.5,19.5,21,24,18.5,19,22,20,23.5,null,21.5,19.5,20,20.5,21.5,19.5,19,19.5,20,18.5,18,22.5,20,19,16,20,20,19.5,20.5,18.5,20,18,15.5,null,15,12,14.5,14.5,15,13.5,13.5,11,12,11.5,18.38372093
AZAMGARH,EDC-MAU,"EDD KOPAGANJ,MAU",33/11 KV Karahan,East,HP9000413,19.5,21.5,19.5,21,24,20,21,20,20,21.5,19,19.5,19.5,20.5,22.5,18,19.5,18.5,20,20.5,19.5,22.5,22,21,20,19.5,19,18.5,13.5,19,17.5,19,18.5,17,14,14,11,15.5,15,18,15.5,14.5,15.5,15.5,16.5,18.6
AZAMGARH,EDC II AZAMGARH,EDD PHOOLPUR,33/11 KV MARTEENGANJ,BHADO,HP9000487,20,19,20,20.5,24,17.5,15.5,19.5,20,20,20,20,20,20,20,20.5,21,19.5,20,19.5,20,20,20.5,20.5,19,21,18.5,19.5,16.5,20.5,19,19.5,17,17.5,null,10.5,10,18,15.5,19.5,17,15,13,13.5,13.5,18.43181818
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV DILDAR NAGAR,DILDARNAGER,HP9000788,23.5,22.5,22.5,23.5,24,20,21.5,null,22.5,23.5,null,24,22.5,21,22,21.5,22.5,16.5,22.5,22,22,19,23.5,22,22.5,22,22,19.5,14,21,22.5,22,23,21.5,null,19,18.5,23.5,23,23.5,23.5,20.5,19,23,22,21.66666667
VARANASI,EUDC II VARANASI,"EUDD SARNATH, VARANASI",33/11 KV LEDUPUR,AKASHWANI -1,HP9001069,0,0,0,0,0,0,0,0,0,0,null,11,24,24,24,20,24,23,24,24,20.5,21,24,24,22.5,24,24,22.5,23.5,24,22.5,24,22,24,null,15.5,16.5,24,23.5,24,24,24,24,24,24,17.30232558
PRAYAGRAJ,EDC PRATAPGARH,EDD PRATAPGARH,33/11 KV ANTOO,RAGHAIPUR,SC10292696,19.5,null,18.5,19,24,19,19,19.5,19,18.5,19,19,18,19,20,18.5,19,18.5,20,19,18.5,23,19,19.5,19,19.5,19.5,18.5,19,19,19,18.5,17,19,19.5,16,14.5,19,18,19,19.5,19.5,18.5,20.5,18.5,19.01136364
PRAYAGRAJ,EDC KAUSHAMBI,EDD KAUSHAMBI,33/11 KV BALAKMAU,BISARA PTW,SC10292803,10.5,10.5,10,10,9.5,10,10,10,10,10,10.5,10,10,10,9.5,10,10,8,null,5.5,10.5,2.5,8,10,9.5,7.5,9.5,7.5,7.5,9.5,10,9.5,6.5,8,10,9,2,5,9.5,5.5,8.5,8.5,6.5,10,9.5,8.727272727
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV BANAULI,SADALPURA,SC10293198,23.5,20,18.5,22,24,18.5,19,null,19,21.5,null,22.5,21.5,21,22,16.5,21.5,20,20,15,21,16,20.5,19.5,19,20.5,21,20.5,19.5,20.5,19,19,17.5,20,17,19.5,20,null,16,18,16.5,16.5,13.5,null,14.5,19.29268293
AZAMGARH,EDC BALLIA,EDD BALLIA NAGAR,33/11 KV NARAHI,DAULATPUR,SC10293399,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,null,0,0,0,0,0,0,0,0,0,0
PRAYAGRAJ,EDC II PRAYAGRAJ,EDD FAFAMAU,33/11 KV MAUAIMA-I,DAHIYAWAN,SC10349650,22,18.5,18.5,20.5,24,17.5,19.5,23.5,19.5,null,null,null,null,20,20,20.5,19,19,19,19.5,20,22.5,20.5,20,16,20,19,18,19,18.5,19,17.5,12.5,19.5,13.5,15.5,20,19.5,20,22,20.5,21,17.5,18,16,19.17073171
VARANASI,EDC VARANASI,"EDD BARAIPUR, VARANASI",LALPUR,BUSCHARGING,SC10349698,15.5,13,13,12.5,2,8.5,13,null,14,15,null,15.5,16,16,15,13.5,13,15,17,16.5,16,14.5,13.5,14.5,15,15.5,14,15,15,16,15.5,18,15.5,13.5,13.5,null,13,14,14,15,14.5,14,13.5,14,14.5,14.17857143
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD BAMRAULI,33/11 KV BAMRAULI,11 KV KANPUR ROAD,HP8500104,24,24,24,24,24,24,24,24,24,24,24,24,23.5,22.5,null,24,22,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,21.5,23,24,24,23.5,24,24,24,24,24,23.5,23.76136364
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD BAMRAULI,33/11 KV KALANDIPURAM,VASUDHAVIHAR,HP8500184,24,24,24,23,24,24,24,24,24,24,24,24,23.5,24,24,24,23.5,23.5,24,23.5,23,24,24,24,24,24,24,24,24,24,24,24,21.5,24,23.5,23.5,24,24,23.5,23.5,24,24,24,24,23.5,23.8
MIRZAPUR,EDC BHADOHI,EDD II GOPIGANJ,33/11 KV Lalanagar,Saupur,HP8500972,19.5,18.5,18.5,18.5,24,19.5,19,18.5,19.5,18.5,19,19,18.5,18,19,21.5,18.5,18,19,19,18.5,15,18.5,17.5,18.5,18.5,18.5,17.5,18.5,18.5,18.5,18.5,17,18,18,17.5,19,18.5,16,17,18.5,19,18,18.5,19.5,18.54444444
AZAMGARH,EDC BALLIA,EDD III BANSDIH,33/11 KV BANSDIH TEHSIL,Tehsil,HP9000351,20,18.5,22,23.5,24,21.5,22.5,24,22.5,23.5,23,23,21.5,22.5,23,21.5,22,22.5,22,22,22.5,22.5,21.5,22.5,21.5,22.5,22.5,18.5,19.5,22.5,22,22,22.5,21.5,null,21.5,23,19.5,22.5,21,21.5,22.5,22,20,22,21.92045455
VARANASI,EUDC I VARANASI,"EUDD CHAUKAGHAT, VARANASI",33/11 KV CHAUKAGHAT,BARI BAZAR,HP9000677,24,23.5,24,24,24,24,24,24,24,24,null,24,22,24,24,24,23.5,24,24,24,21.5,24,24,24,22.5,24,24,24,24,24,24,24,23,24,null,23,24,24,24,24,24,24,24,24,24,23.79069767
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV BHADAURA,BHADAURA,HP9000774,23,21.5,22,23.5,24,22,22.5,22.5,20,23,24,24,24,22.5,21.5,23,20.5,8.5,21,22,22.5,23.5,21.5,21.5,22,22,21,22.5,22.5,22.5,22,22.5,23,22.5,null,21,19.5,22.5,22.5,22,23,23,22.5,22.5,22,21.97727273
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",33/11 KV KUDI,ISHIPUR,HP9001058,22.5,24,24,24,24,24,24,null,24,23.5,null,24,24,24,24,24,24,24,24,24,19.5,23.5,24,24,24,24,24,24,23.5,23.5,24,23.5,24,24,null,23,23,23.5,23.5,24,24,24,24,24,24,23.72619048
VARANASI,EDC II JAUNPUR,"EDD BADALAPUR,JAUNPUR",33/11 KV MAHARAJGANJ,RAJABAZAR,HP9001170,22,19,19.5,20.5,23.5,18.5,19.5,21.5,20,24,24,22.5,24,20.5,21.5,23.5,19.5,20,20,19.5,14,23,22,21.5,19.5,18.5,18,18.5,13.5,18,19,17,15,16,null,17.5,13,17,15,12.5,13.5,9.5,13.5,13.5,null,18.63953488
PRAYAGRAJ,EDC FATEHPUR,EDD FATEHPUR,33/11 KV SHANTI NAGAR,GOPAL NAGAR,SC10292502,24,23.5,23.5,22.5,24,24,23.5,24,24,24,23.5,24,23,24,24,24,24,24,24,22.5,20,22.5,22.5,24,24,24,24,24,24,23,22,24,22.5,24,24,23.5,15.5,24,22,24,24,23.5,23,24,21.5,23.27777778
PRAYAGRAJ,EDC PRATAPGARH,EDD LALGANJ,33/11 KV UDAIPUR,UDAIPUR,SC10292546,24,18.5,20.5,22,24,19,null,22.5,19,21.5,21,24,20,20.5,null,21.5,20,19,20,20,17.5,17.5,21.5,21,19,20,19.5,20,18,20,19,19.5,18.5,20,17,18,16.5,21,18,17.5,16,20,16.5,20,null,19.72619048
PRAYAGRAJ,EDC PRATAPGARH,"EDD KUNDA,PRATAPGARH",33/11 KV SANGRAMGARH,KUSUWAPUR,SC10292708,23.5,21.5,18.5,20,24,19.5,19,23,19.5,21,19,22,19.5,16.5,null,22,21,20,21,20,17.5,16,23,20.5,19.5,20,18,12,16,20.5,19.5,16.5,9,17.5,18,15.5,9.5,21.5,18,20.5,12.5,13.5,14.5,20.5,16.5,18.55681818
PRAYAGRAJ,EDC FATEHPUR,"EDD BINDAKI,FATEHPUR",33/11 KV BINDKI TAHSIL,Gauspur,SC10292722,23,22.5,22,8.5,0.5,7.5,9,12,11.5,18,21,21,20.5,23,21.5,22,21,21,22.5,17,7,13,22.5,21.5,20,22,21,21,21.5,22.5,21,22,21.5,20.5,21.5,21,22,23,19.5,23.5,21.5,18.5,19.5,23,19,18.97777778
MIRZAPUR,EDC-MIRZAPUR,EDD MIRZAPUR,33/11 KV VEERPUR,NAKHARA,SC10292999,19.5,20.5,19,22.5,24,20.5,19.5,20.5,19,20,19,19.5,22.5,21.5,21.5,21.5,20,19,21,19,20,15.5,21.5,20,17,20,19.5,18.5,19,20,19.5,19.5,11,20,17,18.5,22,21.5,19.5,20.5,22,14,17,15,20,19.5
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD RAMBAGH,33/11 KV RAMBAGH,SULAKI,HP8500388,24,24,24,23.5,24,24,24,24,24,24,24,24,24,23,24,24,24,24,null,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,23.95454545
MIRZAPUR,EDC SONBHADRA,EDD PIPARI,33/11 KV Kachnerwa,Bagesoti,HP8500575,0,0,0,0,0,0,0,null,0,0,0,0,null,0,0,0,0,0,null,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRZAPUR,EDC BHADOHI,EDD II GOPIGANJ,33/11KV Ghosiya,Ahimanpur,HP8500971,23,22.5,22,23,24,22.5,21.5,23,22,23,24,23.5,22.5,22,22,22.5,21,22,null,21,20.5,19.5,22,22,20,21.5,21,20.5,21,22,22.5,20.5,18,22,20.5,22,21,23.5,20,22.5,21,23,20.5,21.5,21,21.73863636
AZAMGARH,EDC-MAU,"EDD GHOSI,MAU",33/11 KV Molnapur,Gaziyapur,HP9000090,23,20.5,19.5,20.5,24,20,20.5,22.5,20,23.5,22.5,21.5,23,21.5,23.5,20.5,19,19,20,18,20.5,23,22,20.5,19.5,19.5,18.5,18,19,19,18,19,18.5,15.5,null,null,12.5,13.5,13.5,22.5,15.5,15,14.5,15,16,19.3255814
VARANASI,EDC GHAZIPUR,EDD SAIDPUR,33/11 KV RAMPUR,SIDHAUNA,HP9000218,20,19,18.5,19,24,18.5,18.5,null,18.5,15,null,19.5,17,18,16.5,20,18.5,17.5,17,17.5,17.5,18,19,18,18.5,19,18.5,16.5,11.5,18,17.5,17,17.5,18,null,16.5,12.5,18,17,18,18,18,16.5,18,18,17.79761905
AZAMGARH,EDC BALLIA,"EDD RASARA,BALLIA",33/11KV AWAYA GRAMIN BELTHARA ROAD,Chittauna,HP9000822,24,20.5,18.5,21,24,18,19,22,18.5,24,22,23.5,23.5,16.5,19,22,19.5,19,21,17.5,17,21.5,19.5,20,19,17,19.5,19.5,19,17.5,19,20,19.5,14,null,14,14,13.5,9,18,16.5,14,13.5,null,15,18.6627907
AZAMGARH,EDC II AZAMGARH,"EDD SATHIYAON,AZAMGARH",33/11 KV MUBARAKPUR NAYA,NEWADA RURAL,HP9000879,24,23.5,22,22.5,24,20,21,24,20.5,22,null,24,22,20.5,20,19,20.5,20.5,20.5,19.5,17.5,13.5,22.5,19,18.5,20.5,20.5,21,19,21,19.5,19,19.5,17,15.5,null,12.5,21.5,18,19,20,14,15,17,19.5,19.76744186
VARANASI,EDC-CHANDAULI,"EDD SAKALDIHA,CHANDAULI",33/11 KV AMARA,RARUA,HP9000960,22.5,20.5,19,20,24,18.5,20,22,18.5,22.5,22,21.5,19.5,19,20.5,19,20,18.5,16,18,16,14,20,20.5,18.5,16,18,16.5,13.5,19,19.5,21,14.5,16,null,16.5,13,15.5,15.5,16.5,14.5,13.5,11.5,12,12.5,17.85227273
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV ZEONATH PUR,BASANT NAGAR,HP9000987,24,24,24,24,24,24,24,24,24,23.5,24,24,23.5,24,24,24,24,24,24,24,24,23.5,23.5,24,24,23.5,22.5,24,23.5,24,24,24,24,24,null,null,24,24,24,24,24,24,24,24,24,23.89534884
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",33/11 KV KUDI,KUDI,HP9001023,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,20.5,24,24,24,24,24,23,24,23.5,24,24,20,24,null,23,23,24,23.5,24,24,24,24,24,24,23.72727273
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV BAGHI,BHATEEJA,HP9001036,24,18,18.5,20.5,24,18.5,18.5,22,22,24,null,24,24,21,20,19,19.5,20,21,19.5,19.5,21,20,20.5,19.5,18,18.5,20.5,19.5,19.5,19.5,20,18.5,17.5,null,null,17.5,18.5,17,18,17.5,17,16,17,16.5,19.64285714
PRAYAGRAJ,EDC PRATAPGARH,EDD PRATAPGARH,33/11 KV DAHILAMAU,KACHARI,SC10292680,23.5,22,23.5,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,22.5,24,23,24,24,24,24,23.5,24,24,24,24,23,24,23.5,24,23.5,24,24,24,24,24,24,24,24,23.81111111
PRAYAGRAJ,EDC FATEHPUR,EDD FATEHPUR,33/11 KV ABU NAGAR,PATEL NAGAR,SC10292753,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,21,24,23.5,24,24,23.5,24,24,24,23.9
MIRZAPUR,EDC-MIRZAPUR,EDD MIRZAPUR,33/11 KV JANGI ROAD,BATHUA,SC10292876,23.5,23,23.5,23.5,24,23,22.5,24,24,24,24,24,24,24,24,24,24,24,null,24,24,24,24,24,24,24,24,24,24,24,24,23.5,23.5,24,23,24,24,23.5,23,24,null,24,23.5,24,24,23.79069767
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV LALGANJ TEHSIL,SubStation1,SC10292923,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VARANASI,EUDC I VARANASI,"EUDD CHETMANI, VARANASI",33/11 KV KABIR NAGAR,SUBSTATION1,SC10293112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VARANASI,EDC-CHANDAULI,EDD MUGALSARAI,33/11 KV SINGHITALL SUBSTATION,TOWN 1,SC10293282,24,24,24,24,24,24,24,24,24,24,24,24,22.5,24,23,21.5,23.5,24,24,24,24,22,24,23,23.5,24,24,24,23.5,24,24,23.5,24,24,23,23,22.5,24,22.5,24,24,24,24,24,24,23.66666667
PRAYAGRAJ,EDC II PRAYAGRAJ,EDD HANDIA,33/11 KV AMEPUR,Mishri,SC10349496,24,20.5,19.5,22,24,19,19.5,22,20,23.5,23.5,23.5,null,null,null,22,20,19.5,20.5,21,19,18,22,18,19.5,19.5,13.5,17,18,21,21,20,16.5,19.5,15,14,20,20.5,19.5,15.5,20,17.5,14.5,21,13.5,19.46428571
PRAYAGRAJ,EDC FATEHPUR,EDD FATEHPUR,33/11 KV MALWA,RAWATPUR,HP8500006,19,20,19,18,22.5,20.5,17,20,19,20,15.5,20,23.5,18.5,19,22,20.5,20.5,21.5,18,17.5,11.5,18,19,19.5,16.5,19.5,14,15.5,15.5,14.5,15,8,14,13.5,10.5,11,9,null,12,6,15.5,13.5,12.5,14.5,16.59090909
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD NAINI,"33/11 KV NAINI JAIL ROAD
",AGRICULTURE,HP8500256,24,24,24,23.5,null,24,24,24,24,null,24,24,24,24,null,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,22,24,23.5,23,24,24,23.5,19.5,23,24,24,24,24,23.75
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD MEOHALL,33/11 KV CIVIL LINES,SUBHASH CHAURAHA,HP8500267,24,24,24,23.5,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,22.5,24,24,24,24,24,24,24,24,24,24,24,22.5,24,24,23,24,24,24,24,23.5,24,24,24,24,23.87777778
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV MARIHAN TEHSIL,MADIHAN TOWN,HP8500679,18,18,18.5,19,24,21.5,19.5,18.5,19.5,null,21.5,18,17,20,19.5,20,20,20.5,19.5,19,18,19.5,20.5,20.5,16,18.5,19.5,21,16.5,19.5,18.5,18.5,15,20.5,18.5,21,17.5,18.5,18,19.5,19,19,20.5,20,21.5,19.23863636
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV MAHAMALPUR,GARAULI,HP8500745,22.5,20,18.5,20,24,19,19.5,22.5,19.5,null,21,21.5,21.5,18.5,20,21.5,19.5,19.5,20.5,19.5,18.5,23.5,21.5,18.5,20,17.5,20,14.5,15.5,16.5,16.5,16,14,16.5,15,15.5,18.5,17,17.5,17.5,19.5,15.5,16.5,18,19.5,18.80681818
PRAYAGRAJ,EDC FATEHPUR,EDD KHAGA,33/11 KV MAHICHA MANDIR,SAWAT,HP8500806,23.5,20,18.5,20,24,21,19,18.5,20,19,23.5,21.5,18,21.5,20.5,21.5,18.5,20.5,20.5,18,18,15.5,21.5,19.5,21,21,16.5,16.5,19.5,21,15.5,18.5,11.5,17.5,19.5,14.5,11.5,21,21.5,21.5,19,18,14.5,16.5,15,18.95555556
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD TAGORE TOWN,33/11 KV UNIVERSITY,11 KV O/G PASIYANA,HP8500887,24,24,23.5,24,24,24,24,24,null,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,23.5,24,24,24,24,23.5,24,24,23.5,24,24,24,24,24,24,24,24,24,23.94318182
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV REWTIPUR,Substation,HP9000225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0
PRAYAGRAJ,EDC FATEHPUR,EDD FATEHPUR,33/11 KV SATHARIYAON,KORAI,SC10292736,19.5,19,19,18.5,24,20.5,20,18.5,20,19.5,19,18,17,20,null,20.5,19,18.5,21.5,19,10.5,13,21,19.5,19.5,19.5,19.5,18,18.5,19,17,18,7,16.5,15,15,12.5,19,18.5,13,19,15,13.5,17,17,17.77272727
AZAMGARH,EDC-MAU,EDD MAU,33/11 KV RAHAJANIYA,Dhiray Edible,SC10293082,13,19.5,14.5,14.5,2.5,7.5,11,12,12,12,12,9,8,12,10.5,11.5,10.5,9,11.5,15.5,19,17,12.5,12.5,12,12.5,12,10,12.5,12,12,12.5,12.5,11.5,11,12.5,11.5,12,12,12,12,12.5,12.5,10.5,12.5,11.98888889
VARANASI,EDC GHAZIPUR,EDD GHAZIPUR NAGAR,33/11 KV MOHAMDABAD,HARIHARPUR,SC10293255,23.5,21.5,19.5,21,24,16,18.5,23.5,20,23.5,22,23.5,21,20.5,19.5,21,16,19.5,19.5,20,17,15,20,20.5,19.5,19.5,16.5,19.5,18.5,21.5,20,17.5,19.5,16.5,11.5,14,15.5,15.5,16.5,19.5,13.5,14,13,14,13,18.54444444
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV JANGIPUR,SUBSTATION,SC10293314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
AZAMGARH,EDC-MAU,EDD MAU,33/11 KV JAHANGIRABAD SUBSTATION,Shitla Mata Mandir,SC10293376,23.5,22.5,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,21.5,24,24,24,24,24,24,23,24,24,23,24,24,22,21,17,24,24,24,23.5,24,24,21.5,21.5,23.44444444
AZAMGARH,EDC I AZAMGARH,"EDD SAGADI,AZAMGARH",33/11 KV MAUKUTUBPUR,WEST PTW,SC10293391,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222
PRAYAGRAJ,EDC I PRAYAGRAJ,"EDD YAMUNAPAR,PRAYAGRAJ",33/11 KV ARAI,PRATAP PUR,SC10349546,21,20.5,20.5,20.5,24,20.5,21.5,19.5,21,19.5,19,19.5,21,20.5,19.5,20.5,20.5,20.5,20.5,20,20,17,20,19,20,20.5,15.5,18,19,20,18.5,19,18,18.5,17.5,16.5,15,20.5,20,14,21.5,19,18,21.5,19.5,19.46666667
PRAYAGRAJ,EDC II PRAYAGRAJ,"EDD GANGAPAR,PRAYAGRAJ",33/11 KV PHULPUR,RELIANCE,SC10349560,16.5,14.5,5.5,0,0,0,11,15.5,11,5.5,5.5,16.5,13.5,13,14,12.5,16,17.5,9,13.5,8.5,8.5,15.5,13,13.5,12,12,8.5,5.5,13,12,9.5,6.5,7,11.5,4.5,3.5,10.5,11,15.5,10,12.5,6,11.5,null,10.27272727
VARANASI,EDC VARANASI,"EDD BARAIPUR, VARANASI",33/11 KV GANGAPUR,LAKSHMANPUR,SC10349777,24,22.5,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,22,22,24,23.5,24,24,24,24,24,24,24,24,24,24,22,23,24,24,21.5,22.5,24,24,24,24,24,23.7
VARANASI,EDC VARANASI,"EDD BARAIPUR, VARANASI",33/11 KV LALPUR,RAJPUR PTW,SC10349797,9.5,5.5,8,9.5,9.5,9,7,4.5,7.5,8.5,4.5,4,2,2.5,0,4.5,3,3,2.5,1,0.5,1.5,3.5,1,5.5,6.5,6.5,5.5,2.5,5,4.5,7,0,7,3.5,2,0,0,3,0,1,3.5,6,6,4.5,4.255555556
PRAYAGRAJ,EDC PRATAPGARH,EDD LALGANJ,33/11 KV GHUISARNATH,GHUISARNATH,SC10292527,0,null,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,0
AZAMGARH,EDC-MAU,"EDD KOPAGANJ,MAU",33/11 KV MOHAMDABAD SUBSTATION,MOHAMDABAD,HP9000312,22.5,21,22.5,22.5,24,22,22,22.5,23.5,22.5,22.5,18.5,22.5,22.5,22.5,23.5,22.5,22.5,22.5,22.5,22.5,24,22.5,22,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.24
AZAMGARH,EDC I AZAMGARH,"EDD SAGADI,AZAMGARH",33/11 KV BILARIAGANJ,NORTH,SC10293413,20.5,19.5,19,20.5,24,19.5,19,20.5,20,19.5,19.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.13636364
PRAYAGRAJ,EDC FATEHPUR,EDD KHAGA,33/11 KV LATIFPUR,BETI,HP8500064,20,18.5,19.5,21.5,24,18.5,20.5,23.5,19,21.5,21,21.5,21,20.5,20.5,22,19,20.5,20.5,18,17.5,15.5,22,21.5,19.5,19,19,20,18.5,21.5,19.5,20,9,19.5,19.5,16,9.5,21,20.5,20.5,21,19,15.5,17,15,19.27777778
PRAYAGRAJ,EDC FATEHPUR,EDD KHAGA,33/11 KV DHATA,JAAM,HP8500073,21.5,22,20.5,20.5,24,19.5,19.5,20,20.5,21,20,18.5,19.5,20.5,20.5,21,21,19,null,20,16.5,15,23.5,21,18,19.5,20,17.5,20,19.5,19.5,18.5,13,18.5,16.5,14,15,17.5,12.5,13.5,17.5,18.5,14.5,17.5,16,18.68181818
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD KARELABAGH,33/11 KV KARELA BAGH,WATER WORKS-I,HP8500330,24,24,23.5,22.5,16.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,19.5,24,23.5,24,24,24,23.5,23,23.5,24,24,24,24,23.62222222
PRAYAGRAJ,EDC KAUSHAMBI,EDD KAUSHAMBI,33/11 KV KARARI,PACHAMBHA,HP8500500,19,19,18.5,19,null,12.5,7,18.5,19,19,19,19,18.5,19,19,19,19,19,19,19,18.5,22.5,19,19,19,19,18.5,18,19,18.5,18.5,18.5,14,18.5,18,17,17,18.5,16,17.5,18.5,18.5,18,18.5,18.5,18.125
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV MADIHAN,Gurudevnagar,HP8500677,24,null,23.5,null,23.5,24,24,24,24,23.5,null,24,24,24,null,23.5,24,24,24,24,22,23,null,null,18,24,24,23.5,24,null,24,24,18,23.5,23.5,23.5,21,23,22.5,null,22.5,24,23.5,null,null,23.24285714
